Location,Area,Rainfall,Temperature,Soil_Type,Nitrogen,Phosphorus,Potassium,Humidity,Yield(kg/ha),Season
Bidar,720,1408.15,30.5,Laterite Soil,71,22,39,64.28,4700,Rabi
Humnabad,1204,1068.78,30.47,Red Soil,60,38,41,73.25,4315,Kharif
Humnabad,670,1375.79,26.47,Black Soil,71,48,42,69.15,4700,Kharif
Aurad,804,1193.28,26.85,Black Soil,46,42,49,72.64,4543,Kharif
Basavakalyan,191,1338.93,29.05,Red Soil,63,38,38,77.24,4700,Kharif
Basavakalyan,1360,1128.83,26.62,Laterite Soil,67,35,57,72.57,4558,Kharif
Bhalki,746,1108.28,25.42,Laterite Soil,58,35,55,79.35,4524,Kharif
Aurad,1013,1404.82,32.93,Laterite Soil,70,45,31,68.35,4700,Rabi
Aurad,997,921.18,21.92,Red Soil,52,22,48,82.24,4251,Kharif
Bidar,1474,1484.84,27.71,Laterite Soil,71,45,44,89.88,4700,Kharif
Basavakalyan,410,1288.91,31.52,Laterite Soil,72,47,59,67.84,4700,Kharif
Aurad,820,1159.49,28.93,Red Soil,48,42,44,77.78,4462,Kharif
Bhalki,845,1276.83,31.45,Laterite Soil,55,44,53,82.7,4672,Rabi
Bidar,1430,973.64,24.37,Red Soil,68,28,30,79.76,4370,Kharif
Basavakalyan,978,1208.43,23.54,Black Soil,72,38,47,72.8,4700,Kharif
Basavakalyan,1240,1491.06,31.07,Black Soil,62,43,50,82.48,4700,Kharif
Basavakalyan,369,1041.16,25.12,Red Soil,65,20,36,60.99,4380,Kharif
Bidar,1496,1333.37,29.23,Red Soil,70,33,39,72.95,4700,Kharif
Bhalki,1013,1160.98,21.92,Red Soil,47,47,58,78.64,4638,Kharif
Bhalki,1232,1291.47,29.83,Laterite Soil,57,43,38,60.72,4663,Kharif
Aurad,1351,1022.93,27.14,Laterite Soil,72,30,59,77.77,4405,Kharif
Aurad,610,1182.28,23.49,Red Soil,58,37,48,82.9,4700,Rabi
Basavakalyan,439,1488.06,26.43,Red Soil,45,39,40,86.57,4700,Kharif
Humnabad,1285,1017.17,29.06,Laterite Soil,72,26,33,63.97,4292,Kharif
Aurad,1497,1281.87,20.15,Laterite Soil,55,25,55,94.67,4700,Kharif
Bhalki,331,1245.36,28.29,Red Soil,48,31,30,81.22,4647,Kharif
Basavakalyan,615,1239.03,27.04,Laterite Soil,78,44,41,72.71,4700,Kharif
Bhalki,373,1269.07,22.86,Laterite Soil,45,49,30,68.72,4700,Kharif
Basavakalyan,547,1201.34,29.79,Black Soil,54,43,46,80.05,4561,Kharif
Bidar,1333,910.16,23.94,Red Soil,61,21,49,90.86,4269,Kharif
Aurad,603,1440.06,23.6,Red Soil,51,32,38,78.22,4700,Kharif
Bidar,512,1396.19,26.13,Laterite Soil,57,39,37,83.15,4700,Kharif
Aurad,925,1004.5,28.79,Black Soil,66,20,33,72.52,4274,Kharif
Bhalki,824,1147.96,32.07,Red Soil,45,42,37,73.59,4328,Kharif
Bhalki,152,1362.33,21.84,Red Soil,72,34,52,70.02,4700,Kharif
Humnabad,742,1488.04,25.15,Laterite Soil,77,39,51,84.7,4700,Kharif
Bhalki,840,1470.68,20.87,Red Soil,57,27,39,72.57,4700,Rabi
Basavakalyan,998,1439.62,29.86,Laterite Soil,45,37,57,66.68,4700,Kharif
Humnabad,1488,995.02,25.82,Black Soil,69,34,47,72.93,4351,Kharif
Basavakalyan,755,1448.69,29.19,Black Soil,65,27,44,89.88,4700,Rabi
Humnabad,878,1427.07,24.19,Red Soil,77,21,48,85.84,4700,Kharif
Basavakalyan,171,1126.17,30.98,Laterite Soil,78,30,49,71.71,4507,Rabi
Humnabad,570,1136.71,26.95,Black Soil,47,27,52,91.74,4521,Rabi
Aurad,1299,1175.95,32.27,Red Soil,74,48,53,62.62,4504,Kharif
Aurad,417,1293.71,21.02,Red Soil,47,32,59,61.74,4700,Kharif
Humnabad,764,1056.5,26.69,Red Soil,62,20,40,64.46,4364,Kharif
Bidar,717,913.77,29.96,Laterite Soil,67,48,53,64.08,4054,Kharif
Humnabad,888,984.74,27.8,Laterite Soil,52,37,33,63.07,4141,Kharif
Bidar,1279,1164.07,20.3,Black Soil,53,24,38,83.15,4700,Kharif
Basavakalyan,805,1069.2,32.64,Laterite Soil,46,20,37,81.03,4208,Rabi
Humnabad,694,1358.71,23.88,Laterite Soil,46,31,45,82.67,4700,Kharif
Bidar,320,964.01,23.24,Red Soil,71,24,56,84.09,4416,Rabi
Humnabad,454,1450.48,26.31,Red Soil,49,40,42,86.49,4700,Kharif
Aurad,483,1437.2,27.05,Black Soil,45,35,34,67.25,4700,Kharif
Aurad,1191,1445.25,29.96,Red Soil,66,42,42,81.78,4700,Kharif
Humnabad,549,1343.77,25.11,Red Soil,54,37,48,80.3,4700,Kharif
Humnabad,1341,964.2,25.72,Red Soil,68,21,31,93.03,4372,Kharif
Bhalki,1112,1162.88,26.95,Laterite Soil,59,34,41,68.13,4545,Kharif
Aurad,1024,978.84,25.13,Red Soil,77,47,38,62.06,4343,Rabi
Basavakalyan,1107,1492.62,31.89,Black Soil,67,41,30,82.87,4700,Kharif
Humnabad,1007,1099.82,31.07,Black Soil,58,49,52,85.91,4394,Kharif
Bhalki,484,1251.2,25.91,Red Soil,62,30,56,69.91,4700,Kharif
Humnabad,1328,1367.64,20,Red Soil,69,48,58,79.98,4700,Kharif
Aurad,901,1452.37,31.71,Black Soil,66,29,43,62.08,4700,Kharif
Bidar,779,1353.33,21.62,Laterite Soil,51,22,36,93.6,4700,Kharif
Bidar,525,1304.7,23.18,Red Soil,70,32,46,63.85,4700,Kharif
Aurad,230,1179.59,21.98,Black Soil,68,32,59,62.36,4700,Kharif
Basavakalyan,1059,1263.24,22.34,Laterite Soil,57,43,52,61.54,4700,Kharif
Bhalki,599,956.5,30.44,Black Soil,50,22,43,74.95,4060,Kharif
Humnabad,1172,1430.35,27.53,Laterite Soil,65,29,46,63.4,4700,Kharif
Humnabad,1072,1226.27,32.43,Black Soil,51,23,31,86.06,4546,Kharif
Humnabad,1483,924.08,23.01,Black Soil,62,33,38,91.46,4325,Kharif
Bhalki,829,1451.94,26.31,Laterite Soil,59,48,44,69.11,4700,Kharif
Bhalki,834,1193.58,32.71,Red Soil,52,42,53,82.01,4470,Kharif
Aurad,1497,1421.15,30.74,Black Soil,60,36,45,61.48,4700,Kharif
Bhalki,879,1414.13,29.47,Red Soil,47,20,38,73.53,4700,Kharif
Humnabad,1401,1389.45,22.46,Black Soil,53,44,57,70.25,4700,Rabi
Humnabad,1113,936.84,30,Laterite Soil,70,34,54,68,4128,Kharif
Bhalki,340,1048.24,24.52,Red Soil,70,47,33,82.57,4524,Rabi
Bhalki,1122,1425.33,26.9,Laterite Soil,74,41,44,64.56,4700,Kharif
Aurad,1163,1439.39,27.92,Laterite Soil,71,40,50,90.12,4700,Kharif
Bidar,829,1174.84,27.92,Red Soil,60,21,39,83.27,4609,Kharif
Bhalki,1470,1164.02,29.44,Red Soil,48,37,36,84.88,4486,Kharif
Bidar,338,1005.08,28.6,Red Soil,63,26,35,92.74,4343,Kharif
Basavakalyan,1366,1481.05,20.89,Laterite Soil,78,41,44,92.98,4700,Kharif
Bidar,662,1027.88,25.95,Laterite Soil,50,47,54,79.31,4318,Kharif
Bhalki,1182,1014.56,28.63,Laterite Soil,59,49,31,77.34,4273,Kharif
Humnabad,736,1296.44,23.85,Red Soil,54,32,53,71.74,4700,Kharif
Humnabad,997,1045.71,24.07,Black Soil,50,43,59,85.05,4420,Kharif
Bhalki,1010,1463.26,21.62,Red Soil,50,22,44,78.84,4700,Rabi
Aurad,1145,906.54,25.44,Black Soil,59,22,47,92.65,4220,Kharif
Bhalki,292,903.45,32.83,Laterite Soil,73,32,43,68.35,4016,Kharif
Bhalki,636,1202.93,23.71,Black Soil,69,40,59,70.86,4700,Kharif
Aurad,343,1192.84,26.91,Red Soil,63,45,47,71.06,4636,Kharif
Aurad,671,998.02,29.66,Red Soil,58,23,32,88.21,4255,Kharif
Basavakalyan,1312,1196.71,20.18,Red Soil,47,35,49,63.47,4685,Kharif
Basavakalyan,1203,1147,31.71,Black Soil,58,47,51,75.95,4423,Kharif
Basavakalyan,1452,1434.2,25.03,Red Soil,65,27,43,74.97,4700,Kharif
Aurad,939,905.55,31.3,Black Soil,55,41,35,62.56,3927,Kharif
Bidar,1215,1485.76,20.51,Laterite Soil,54,27,43,74.38,4700,Kharif
Bhalki,1401,1274.64,21.89,Black Soil,59,35,31,77.97,4700,Kharif
Basavakalyan,566,991.11,24.19,Laterite Soil,74,42,51,62.28,4372,Kharif
Bidar,1374,928.06,24.49,Black Soil,61,21,45,77.85,4235,Kharif
Bhalki,1494,1222.86,31.02,Laterite Soil,73,28,53,93.57,4700,Rabi
Bidar,839,1040.93,20.15,Red Soil,61,46,45,94.26,4612,Kharif
Humnabad,517,1080.7,28.33,Black Soil,77,32,50,78.61,4513,Kharif
Humnabad,747,1047.08,21.71,Laterite Soil,65,41,46,78.03,4544,Kharif
Bhalki,709,1290.1,30.7,Red Soil,58,46,45,69.99,4682,Kharif
Bidar,954,1232.12,30.12,Red Soil,54,46,45,94.9,4668,Kharif
Bidar,867,946.78,26.5,Laterite Soil,67,41,37,69.6,4222,Kharif
Aurad,1008,1215.92,22.76,Laterite Soil,58,31,35,75.85,4700,Kharif
Basavakalyan,1499,1374.71,28.25,Black Soil,66,21,47,60.1,4700,Kharif
Bhalki,972,948.72,22.03,Laterite Soil,72,28,52,72.22,4377,Kharif
Bidar,459,1433.84,22.47,Laterite Soil,53,20,43,62.5,4700,Rabi
Basavakalyan,852,1246.98,28.15,Red Soil,67,25,45,86.03,4700,Kharif
Bhalki,677,1470.37,32.89,Laterite Soil,51,49,37,79.64,4700,Kharif
Bidar,789,988.88,31.58,Laterite Soil,68,43,47,80.03,4218,Kharif
Humnabad,1476,1496.14,27.71,Laterite Soil,53,21,43,70.03,4700,Kharif
Bidar,846,1286.56,27,Red Soil,51,22,46,88.52,4700,Kharif
Humnabad,754,1240.5,32.98,Red Soil,67,45,51,60.11,4550,Kharif
Humnabad,1452,1209.17,27.12,Red Soil,69,34,58,71.68,4699,Rabi
Aurad,802,914.19,25.46,Red Soil,66,45,51,83.08,4237,Kharif
Aurad,470,1463.78,31.82,Black Soil,51,26,37,91.78,4700,Kharif
Basavakalyan,453,1286.4,23.04,Red Soil,50,32,59,68.21,4700,Kharif
Bhalki,668,954.98,21.27,Red Soil,66,35,45,78.94,4398,Kharif
Basavakalyan,1076,912.57,28.24,Black Soil,79,32,52,78.83,4225,Kharif
Aurad,1090,930.47,21.25,Black Soil,77,46,53,90.6,4467,Kharif
Basavakalyan,1229,1265.64,24.85,Black Soil,65,31,39,61.77,4700,Kharif
Bhalki,341,1268.41,25.51,Laterite Soil,55,36,39,74.86,4700,Kharif
Bhalki,171,1199.8,27.12,Red Soil,57,40,59,66.39,4589,Kharif
Bidar,980,1084.06,32.89,Laterite Soil,47,30,50,60.75,4154,Kharif
Basavakalyan,229,1219.05,22.87,Black Soil,57,41,47,65.15,4700,Kharif
Aurad,1457,1209.78,24.88,Black Soil,78,45,50,94.18,4700,Rabi
Bidar,577,911.65,21.72,Black Soil,72,26,47,67.52,4300,Kharif
Basavakalyan,252,1069.48,27.9,Black Soil,78,32,38,92.73,4566,Kharif
Bhalki,878,931.91,29.46,Laterite Soil,76,29,50,67.18,4165,Kharif
Aurad,291,1440.09,26.27,Black Soil,67,29,30,92.6,4700,Kharif
Basavakalyan,1159,1335.13,23.2,Red Soil,68,32,54,82.91,4700,Kharif
Bhalki,552,1497.67,28.07,Red Soil,45,42,45,63.96,4700,Rabi
Bhalki,1105,1081.3,27.01,Red Soil,68,38,39,80.37,4500,Kharif
Basavakalyan,919,1427.09,22.23,Laterite Soil,47,49,44,71.15,4700,Kharif
Basavakalyan,968,1261.83,25.27,Black Soil,61,42,34,73.41,4700,Kharif
Aurad,889,1171.88,25.66,Laterite Soil,51,36,56,75.41,4575,Kharif
Bidar,311,1033.54,32.77,Red Soil,54,46,46,74.79,4164,Kharif
Bhalki,743,1343.04,31.04,Black Soil,63,39,38,83.24,4700,Rabi
Bidar,365,1442.48,29.55,Laterite Soil,68,26,54,86.89,4700,Kharif
Bidar,712,1041.19,31.55,Black Soil,53,42,55,71.52,4189,Rabi
Bhalki,1064,1005.23,29.56,Black Soil,59,23,55,92.35,4293,Kharif
Basavakalyan,400,1317.73,31.74,Laterite Soil,66,36,54,92.85,4700,Kharif
Bhalki,874,1486.18,20.71,Red Soil,61,49,35,61.42,4700,Kharif
Bidar,824,1349.97,25.93,Laterite Soil,63,43,55,60.52,4700,Kharif
Aurad,1492,1070.75,29.71,Laterite Soil,53,23,55,74.88,4302,Rabi
Bhalki,537,1151.97,27.58,Red Soil,63,37,31,80.67,4584,Kharif
Aurad,234,1130.59,22.28,Laterite Soil,52,39,57,69.73,4568,Kharif
Basavakalyan,664,1411.26,24.43,Black Soil,50,27,42,69.08,4700,Kharif
Basavakalyan,154,1362.82,24.13,Red Soil,65,27,52,83.74,4700,Kharif
Aurad,384,1253.39,23.4,Laterite Soil,73,40,47,81.06,4700,Rabi
Aurad,524,1064.98,24.46,Black Soil,78,35,49,65.85,4536,Kharif
Bhalki,424,1462.79,26.69,Red Soil,56,34,33,90.96,4700,Kharif
Basavakalyan,1062,1291.99,31.11,Laterite Soil,76,37,39,83.8,4700,Kharif
Aurad,1073,1482.29,29.65,Red Soil,50,42,52,72.69,4700,Kharif
Humnabad,990,1248.07,30.86,Black Soil,61,38,51,83.93,4676,Kharif
Bhalki,810,1392.72,31.49,Black Soil,76,25,57,63.94,4700,Kharif
Bhalki,777,1387.86,25.41,Red Soil,52,28,40,76.39,4700,Kharif
Humnabad,153,1102.4,24.5,Black Soil,73,48,57,65.91,4573,Kharif
Basavakalyan,683,1478.41,20.75,Black Soil,75,35,42,61.45,4700,Kharif
Aurad,555,913.16,32.1,Red Soil,63,40,57,71.84,4006,Kharif
Aurad,1362,1361.23,20.86,Red Soil,53,28,55,65.28,4700,Kharif
Basavakalyan,466,1479.33,29.63,Laterite Soil,72,39,52,82.17,4700,Kharif
Humnabad,688,1103.34,24.92,Laterite Soil,75,44,51,83.59,4647,Kharif
Humnabad,489,1288.87,32.33,Red Soil,63,36,46,65.2,4650,Kharif
Humnabad,668,1237.33,25.45,Black Soil,77,23,40,60.86,4700,Kharif
Bhalki,1073,1356.9,30.62,Black Soil,70,34,33,87.75,4700,Kharif
Aurad,840,1419.71,23.67,Red Soil,45,30,43,60.07,4700,Kharif
Bidar,1121,1261.83,23.89,Red Soil,55,33,32,72.04,4700,Kharif
Bhalki,1122,1389.54,27.74,Red Soil,46,36,52,77.31,4700,Kharif
Bhalki,764,1087.37,32.97,Black Soil,79,47,58,88.65,4461,Kharif
Aurad,1473,1037.15,26.73,Laterite Soil,57,32,52,89.35,4398,Kharif
Basavakalyan,1227,1158.4,32.17,Laterite Soil,78,28,41,85.37,4590,Kharif
Aurad,1335,1306.64,30.22,Black Soil,78,43,57,68.65,4700,Kharif
Basavakalyan,1006,1012.35,30.35,Laterite Soil,79,35,56,85.21,4378,Kharif
Aurad,360,1308.21,25.67,Red Soil,76,27,33,68.63,4700,Kharif
Bhalki,596,1136.46,25.03,Red Soil,56,33,45,67.51,4525,Kharif
Humnabad,219,1377.35,22.49,Black Soil,77,34,36,79.15,4700,Kharif
Bhalki,1474,922.1,32.53,Black Soil,62,26,49,83.76,4053,Kharif
Bhalki,1241,1300.79,32.47,Red Soil,49,44,54,61.86,4571,Kharif
Bidar,431,1289.89,29.71,Red Soil,63,46,48,62.1,4700,Kharif
Bhalki,1327,1464.56,23.85,Black Soil,75,30,55,87.45,4700,Kharif
Bhalki,611,1328.02,23.19,Black Soil,71,48,47,90.08,4700,Kharif
Bhalki,1397,1377.78,32.85,Red Soil,59,22,50,81.16,4700,Kharif
Bidar,517,1442.75,20.87,Red Soil,48,26,38,75.01,4700,Kharif
Basavakalyan,1362,1305.03,30.97,Laterite Soil,63,41,40,89.59,4700,Kharif
Bidar,535,1074.09,24.62,Laterite Soil,65,24,48,85.51,4549,Kharif
Humnabad,190,1421.86,25.45,Red Soil,45,28,46,80.29,4700,Kharif
Basavakalyan,834,1348.55,30.82,Black Soil,64,39,54,71.19,4700,Kharif
Bidar,1130,1154.66,21.18,Laterite Soil,66,38,50,66.93,4700,Kharif
Humnabad,931,1326.32,24.6,Laterite Soil,57,32,47,74.65,4700,Kharif
Humnabad,826,1420.61,32.38,Red Soil,45,46,35,70.04,4700,Kharif
Aurad,666,1485.39,29.09,Black Soil,59,38,32,71.87,4700,Kharif
Aurad,1303,1471.41,29.81,Black Soil,59,35,43,78.05,4700,Kharif
Bhalki,837,1095.2,29.85,Red Soil,58,21,38,65.92,4336,Kharif
Basavakalyan,1195,1153.02,20.79,Black Soil,49,20,32,88.22,4700,Kharif
Bidar,190,965.72,22.64,Red Soil,50,22,31,65.09,4232,Kharif
Bhalki,302,1048.53,26.39,Black Soil,75,43,48,76.83,4484,Kharif
Basavakalyan,707,1429.45,24.79,Red Soil,70,31,35,86.11,4700,Kharif
Aurad,1182,1116.51,25.34,Black Soil,69,25,32,76.98,4598,Kharif
Bidar,1220,1272.33,30.16,Red Soil,59,21,54,72.64,4680,Kharif
Humnabad,479,1299.58,20.19,Red Soil,50,43,54,76.62,4700,Kharif
Humnabad,902,1369.1,28.59,Black Soil,45,35,38,89.7,4700,Kharif
Bhalki,152,1009.68,20,Red Soil,51,48,47,94.67,4502,Kharif
Bhalki,925,1082.89,20.82,Laterite Soil,48,24,36,82.09,4545,Kharif
Bidar,1209,1169,25.31,Black Soil,45,31,57,87.77,4592,Kharif
Humnabad,960,1118.9,30.93,Red Soil,46,23,31,60.51,4258,Kharif
Bhalki,392,1489.74,21.88,Black Soil,78,33,30,90.81,4700,Kharif
Humnabad,368,1400.96,27.21,Black Soil,79,36,34,93.39,4700,Kharif
Aurad,350,1187.81,28.82,Red Soil,57,31,56,80.13,4580,Kharif
Bhalki,543,1427.56,22.98,Laterite Soil,61,32,56,86.38,4700,Kharif
Basavakalyan,750,1108.59,26.66,Black Soil,54,36,53,77.95,4464,Kharif
Bhalki,418,1371.5,31.85,Laterite Soil,47,39,59,70.02,4700,Kharif
Aurad,985,1034.21,26.66,Laterite Soil,48,47,32,89.83,4342,Kharif
Bidar,273,1363.39,22.05,Red Soil,69,34,36,80.89,4700,Kharif
Humnabad,549,1173.87,28.16,Red Soil,73,48,35,80.28,4668,Kharif
Bidar,1057,964.5,27.7,Black Soil,45,28,56,83.07,4145,Kharif
Bhalki,430,1063.96,20.35,Red Soil,74,45,58,89.96,4700,Kharif
Basavakalyan,1157,1141.36,21.18,Black Soil,54,29,59,85.62,4691,Rabi
Bidar,916,1349.58,22.04,Black Soil,73,25,30,67.39,4700,Kharif
Basavakalyan,582,943.79,21.77,Laterite Soil,76,36,57,76.34,4415,Kharif
Bhalki,549,1295.73,23.37,Red Soil,45,31,52,94.31,4700,Kharif
Basavakalyan,1020,1329.61,25.9,Red Soil,61,43,48,79.41,4700,Kharif
Basavakalyan,1175,1292.35,24.83,Black Soil,56,47,59,92.84,4700,Kharif
Aurad,478,1356.4,31.58,Laterite Soil,46,28,49,88.47,4700,Kharif
Bidar,784,1006.9,27.96,Red Soil,53,21,43,83.31,4264,Rabi
Bhalki,532,1252.26,31.39,Laterite Soil,56,35,39,72.23,4594,Kharif
Aurad,227,1464.69,26.85,Laterite Soil,69,35,31,70.65,4700,Rabi
Basavakalyan,481,1266.47,21.17,Black Soil,79,41,40,82.52,4700,Kharif
Aurad,312,1266.8,26.02,Red Soil,66,42,45,75.14,4700,Kharif
Aurad,299,1341.86,30.69,Red Soil,77,46,46,87.96,4700,Kharif
Basavakalyan,709,1099.92,22.52,Red Soil,65,48,34,86.62,4653,Kharif
Bhalki,775,1320.29,21.19,Laterite Soil,66,20,51,70.92,4700,Kharif
Humnabad,725,1449.74,24.28,Red Soil,72,49,56,84.6,4700,Rabi
Aurad,1112,906.54,25.06,Black Soil,48,46,47,77.31,4102,Kharif
Bidar,299,1422.07,23.98,Laterite Soil,70,40,45,71.32,4700,Kharif
Basavakalyan,1220,1031.17,21.76,Red Soil,67,46,39,74.45,4511,Kharif
Humnabad,511,1173.55,23.26,Laterite Soil,67,30,35,91.34,4700,Kharif
Aurad,523,1411.41,28.87,Laterite Soil,52,40,51,72.58,4700,Kharif
Basavakalyan,920,1394.35,25.02,Laterite Soil,76,22,53,70.06,4700,Kharif
Basavakalyan,244,1435.16,28.22,Black Soil,45,21,37,72.31,4700,Kharif
Aurad,1274,1464.25,26.97,Red Soil,74,33,35,67.51,4700,Kharif
Bidar,1103,1168.29,27.14,Red Soil,72,20,52,79.06,4672,Kharif
Basavakalyan,231,1293.82,23.23,Laterite Soil,61,25,33,65.16,4700,Kharif
Basavakalyan,782,1134.29,26.78,Red Soil,67,26,34,88.61,4628,Kharif
Aurad,1052,1110.43,20.31,Laterite Soil,68,21,35,67.9,4670,Kharif
Humnabad,1145,1158.96,25.61,Laterite Soil,66,21,44,80.93,4665,Kharif
Basavakalyan,562,1345.85,27.44,Laterite Soil,49,34,35,64.38,4700,Rabi
Basavakalyan,152,1200.86,22.37,Black Soil,69,40,48,94.25,4700,Rabi
Aurad,162,1388.44,23.34,Red Soil,51,24,54,75.91,4700,Kharif
Basavakalyan,313,1347.13,22.85,Laterite Soil,66,32,49,88.78,4700,Rabi
Aurad,766,912.29,20.92,Red Soil,78,38,37,86.9,4434,Kharif
Bidar,315,1278.14,24.52,Black Soil,64,38,42,84.98,4700,Kharif
Aurad,1248,1161.94,32.73,Black Soil,61,34,33,88.96,4495,Kharif
Humnabad,209,1173.98,24.6,Laterite Soil,48,20,51,63.52,4540,Rabi
Basavakalyan,531,1391.02,25.99,Black Soil,62,22,46,83.75,4700,Kharif
Bidar,1246,1228.56,28.49,Black Soil,72,44,43,69.3,4700,Kharif
Basavakalyan,939,1431.37,28.43,Black Soil,60,37,47,87.51,4700,Kharif
Basavakalyan,810,1327.68,32.35,Black Soil,52,36,44,93.49,4700,Kharif
Aurad,1296,1231.7,31.15,Black Soil,62,44,51,91.55,4676,Kharif
Basavakalyan,616,1352.72,30.32,Black Soil,73,40,48,64.02,4700,Kharif
Bidar,1462,923.01,32.37,Red Soil,60,27,40,72.93,4003,Kharif
Bhalki,665,916.25,23,Black Soil,74,30,36,72.75,4309,Kharif
Basavakalyan,630,950.01,28.02,Red Soil,78,39,30,64.28,4234,Kharif
Aurad,386,1162.54,31.53,Laterite Soil,74,27,59,63.43,4502,Kharif
Humnabad,869,1041.27,28.11,Black Soil,65,47,32,73.47,4355,Kharif
Basavakalyan,321,1490.56,32.71,Black Soil,66,40,48,94.72,4700,Kharif
Aurad,356,1225.37,21.3,Red Soil,69,25,59,79.91,4700,Kharif
Basavakalyan,1323,1297.45,25.71,Black Soil,66,25,57,81.76,4700,Kharif
Bhalki,720,1067.29,32.71,Red Soil,72,25,30,76.49,4341,Kharif
Bhalki,954,1093.08,24.93,Red Soil,77,21,33,83.18,4639,Kharif
Bidar,1324,1101.28,29.61,Black Soil,46,29,53,93.48,4391,Rabi
Bhalki,262,1319.24,20.4,Laterite Soil,48,29,40,80.6,4700,Kharif
Aurad,1405,1184.22,29.03,Laterite Soil,60,28,36,62.28,4514,Kharif
Bhalki,637,1210.61,32.15,Laterite Soil,56,42,36,77.25,4520,Kharif
Aurad,532,1255.2,24.98,Red Soil,61,22,43,94.75,4700,Kharif
Basavakalyan,1107,1361.29,20.28,Red Soil,60,21,44,73.56,4700,Kharif
Bidar,847,954.22,20.36,Black Soil,67,23,34,80.79,4433,Kharif
Bidar,1420,1366.12,31.6,Red Soil,52,27,43,63.73,4700,Kharif
Bhalki,1313,1237.94,29.39,Laterite Soil,53,28,42,64.94,4571,Rabi
Humnabad,773,1301.46,21.39,Black Soil,58,45,49,90.61,4700,Kharif
Bhalki,856,1096.53,20.71,Laterite Soil,53,21,55,70.51,4556,Kharif
Humnabad,274,1145.63,30.46,Black Soil,70,35,51,70.69,4503,Kharif
Bhalki,505,1038.7,30.53,Laterite Soil,47,49,47,73.55,4182,Kharif
Aurad,388,1487.58,21.57,Black Soil,54,25,30,93.83,4700,Kharif
Aurad,1155,1198.2,23.92,Laterite Soil,69,27,42,62.95,4700,Kharif
Humnabad,662,1497.65,30.14,Red Soil,48,22,52,88.66,4700,Kharif
Bidar,782,1193.87,26.83,Laterite Soil,74,30,58,71.95,4700,Kharif
Humnabad,750,1031.85,32.44,Black Soil,55,44,49,89.73,4235,Kharif
Basavakalyan,1173,1204.47,26.25,Laterite Soil,63,39,36,94.71,4700,Kharif
Bidar,1446,923.76,28.8,Red Soil,57,24,35,72.2,4073,Kharif
Humnabad,1350,1442.86,26.63,Black Soil,47,49,56,64.53,4700,Kharif
Basavakalyan,263,1391.13,32.26,Red Soil,58,31,38,65.05,4700,Kharif
Basavakalyan,1078,1335.49,25.18,Laterite Soil,54,42,57,86.56,4700,Kharif
Bhalki,176,1265.9,22.99,Black Soil,71,49,39,65.07,4700,Kharif
Humnabad,748,1247.9,24.25,Laterite Soil,68,46,51,69.11,4700,Rabi
Aurad,741,1498.04,31.09,Black Soil,60,30,32,67.15,4700,Kharif
Bhalki,329,1066.8,26.47,Red Soil,54,24,36,72.45,4372,Kharif
Bidar,716,1367.81,24.61,Red Soil,71,39,54,62.6,4700,Kharif
Aurad,396,1248.84,27.08,Red Soil,51,39,59,89.99,4700,Kharif
Basavakalyan,466,1485.53,21.73,Laterite Soil,72,40,40,90.11,4700,Kharif
Bidar,1406,1396.68,20.07,Black Soil,70,22,55,74.45,4700,Kharif
Bhalki,1108,1499.12,23.65,Red Soil,62,28,41,81.42,4700,Kharif
Basavakalyan,931,1252.99,27.87,Laterite Soil,57,47,41,82.47,4700,Rabi
Basavakalyan,1135,1022.73,29.25,Laterite Soil,52,37,42,86.22,4266,Kharif
Basavakalyan,1039,1202.21,30.75,Black Soil,71,31,51,78.22,4634,Kharif
Aurad,1341,1326.67,32.05,Red Soil,58,42,52,77.86,4700,Kharif
Bhalki,1241,1364.62,25.36,Laterite Soil,50,23,37,82.1,4700,Kharif
Bhalki,926,900.31,29.63,Red Soil,64,43,33,84.61,4102,Kharif
Aurad,896,1203.02,20.97,Black Soil,72,26,50,72.13,4700,Kharif
Bhalki,494,1041.14,20.75,Red Soil,67,43,49,71.56,4543,Kharif
Basavakalyan,201,1424.95,21.62,Red Soil,56,39,30,69.44,4700,Kharif
Basavakalyan,954,991.74,25.83,Laterite Soil,68,30,35,79.21,4364,Kharif
Basavakalyan,741,1299.87,22.75,Laterite Soil,66,21,52,72.61,4700,Kharif
Bhalki,842,1059.64,23.73,Black Soil,70,42,31,78.91,4549,Kharif
Humnabad,1313,1113.93,28.42,Black Soil,66,31,51,74.21,4487,Kharif
Bidar,558,1464.34,24.66,Black Soil,51,28,43,89.29,4700,Kharif
Humnabad,484,1044.27,27.25,Laterite Soil,59,25,56,62.56,4302,Kharif
Aurad,1454,957,25.36,Black Soil,74,26,47,80.03,4352,Rabi
Humnabad,554,941.57,22.2,Black Soil,48,25,39,80.15,4248,Kharif
Humnabad,271,1202.77,20.96,Laterite Soil,50,37,58,73.43,4700,Kharif
Aurad,796,1285.03,23.07,Black Soil,46,32,50,74.74,4700,Rabi
Humnabad,838,1096.38,20.75,Laterite Soil,75,28,30,88,4700,Kharif
Bidar,1212,1314.16,28.04,Black Soil,68,40,32,69.82,4700,Rabi
Bhalki,224,936.62,30.34,Laterite Soil,79,47,49,90.5,4263,Kharif
Aurad,1014,1414.4,24.42,Red Soil,75,38,33,91.37,4700,Kharif
